grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400064,360,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,0,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,12,21.9,1,made,2014-11-05,SAS,ATL,1,3
Shot Chart Detail,0021400064,366,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,0,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,6.2,27.1,1,missed,2014-11-05,SAS,ATL,0,3
Shot Chart Detail,0021400064,395,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,10,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,16.1,1.9,1,made,2014-11-05,SAS,ATL,1,2
Shot Chart Detail,0021400064,398,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,9,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,-23.7,11.8,1,missed,2014-11-05,SAS,ATL,0,3
Shot Chart Detail,0021400064,412,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,8,32,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,0.4,1,made,2014-11-05,SAS,ATL,1,2
Shot Chart Detail,0021400064,419,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,7,59,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-05,SAS,ATL,1,2
Shot Chart Detail,0021400071,86,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,3,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0.4,4.5,1,missed,2014-11-07,CHA,ATL,0,2
Shot Chart Detail,0021400071,126,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,1.4,1,made,2014-11-07,CHA,ATL,1,2
Shot Chart Detail,0021400071,391,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.1,2,1,made,2014-11-07,CHA,ATL,1,2
Shot Chart Detail,0021400071,402,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,11,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.7,0.4,1,made,2014-11-07,CHA,ATL,1,2
Shot Chart Detail,0021400084,105,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.7,1.2,1,made,2014-11-08,ATL,NYK,1,2
Shot Chart Detail,0021400084,142,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.3,1.4,1,missed,2014-11-08,ATL,NYK,0,2
Shot Chart Detail,0021400084,186,203471,Dennis Schroder,1610612737,Atlanta Hawks,2,7,58,Made Shot,Driving Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.4,2.6,1,made,2014-11-08,ATL,NYK,1,2
Shot Chart Detail,0021400084,249,203471,Dennis Schroder,1610612737,Atlanta Hawks,2,3,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,-19.5,11.3,1,made,2014-11-08,ATL,NYK,1,2
Shot Chart Detail,0021400084,401,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,3,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,0.6,1,made,2014-11-08,ATL,NYK,1,2
Shot Chart Detail,0021400100,83,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,2,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.8,1.2,1,made,2014-11-10,NYK,ATL,1,2
Shot Chart Detail,0021400100,179,203471,Dennis Schroder,1610612737,Atlanta Hawks,2,5,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.5,2,1,missed,2014-11-10,NYK,ATL,0,2
Shot Chart Detail,0021400100,353,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,0,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,2,1,missed,2014-11-10,NYK,ATL,0,2
Shot Chart Detail,0021400100,389,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,9,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.8,0.4,1,missed,2014-11-10,NYK,ATL,0,2
Shot Chart Detail,0021400100,408,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,7,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-9.9,23,1,missed,2014-11-10,NYK,ATL,0,3
Shot Chart Detail,0021400100,451,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,4,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.5,0.3,1,made,2014-11-10,NYK,ATL,1,2
Shot Chart Detail,0021400100,473,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,1,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,2.3,18.1,1,made,2014-11-10,NYK,ATL,1,2
Shot Chart Detail,0021400100,479,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,0,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,-0.2,1,made,2014-11-10,NYK,ATL,1,2
Shot Chart Detail,0021400110,111,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-1.2,15.4,1,made,2014-11-12,ATL,UTA,1,2
Shot Chart Detail,0021400110,159,203471,Dennis Schroder,1610612737,Atlanta Hawks,2,7,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.3,0.6,1,missed,2014-11-12,ATL,UTA,0,2
Shot Chart Detail,0021400110,352,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,0,25,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,1.7,1,missed,2014-11-12,ATL,UTA,0,2
Shot Chart Detail,0021400110,401,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,8,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.3,0.7,1,made,2014-11-12,ATL,UTA,1,2
Shot Chart Detail,0021400124,108,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,2,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.2,0.9,1,made,2014-11-14,ATL,MIA,1,2
Shot Chart Detail,0021400124,140,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,2.2,1,made,2014-11-14,ATL,MIA,1,2
Shot Chart Detail,0021400124,142,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,3.5,24.7,1,missed,2014-11-14,ATL,MIA,0,3
Shot Chart Detail,0021400124,197,203471,Dennis Schroder,1610612737,Atlanta Hawks,2,6,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.1,0.9,1,made,2014-11-14,ATL,MIA,1,2
Shot Chart Detail,0021400124,345,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,2,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-14.1,20,1,missed,2014-11-14,ATL,MIA,0,3
Shot Chart Detail,0021400124,359,203471,Dennis Schroder,1610612737,Atlanta Hawks,3,1,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,1.4,1,missed,2014-11-14,ATL,MIA,0,2
Shot Chart Detail,0021400124,391,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,9,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,0.7,1,missed,2014-11-14,ATL,MIA,0,2
Shot Chart Detail,0021400124,415,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,7,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,1.7,1,made,2014-11-14,ATL,MIA,1,2
Shot Chart Detail,0021400124,425,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,6,42,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2.9,7.7,1,missed,2014-11-14,ATL,MIA,0,2
Shot Chart Detail,0021400124,451,203471,Dennis Schroder,1610612737,Atlanta Hawks,4,5,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0.2,25.8,1,missed,2014-11-14,ATL,MIA,0,3
