grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400056,120,200782,P.J. Tucker,1610612756,Phoenix Suns,1,0,58,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,-22.8,1.7,1,missed,2014-11-04,LAL,PHX,0,3
Shot Chart Detail,0021400056,203,200782,P.J. Tucker,1610612756,Phoenix Suns,2,7,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-4.3,18.9,1,missed,2014-11-04,LAL,PHX,0,2
Shot Chart Detail,0021400056,471,200782,P.J. Tucker,1610612756,Phoenix Suns,4,11,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.3,2,1,missed,2014-11-04,LAL,PHX,0,2
Shot Chart Detail,0021400056,482,200782,P.J. Tucker,1610612756,Phoenix Suns,4,9,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,-22.5,0.1,1,missed,2014-11-04,LAL,PHX,0,3
Shot Chart Detail,0021400056,593,200782,P.J. Tucker,1610612756,Phoenix Suns,4,0,19,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,-22.6,0.1,1,made,2014-11-04,LAL,PHX,1,3
Shot Chart Detail,0021400065,359,200782,P.J. Tucker,1610612756,Phoenix Suns,4,11,47,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6.7,1.7,1,made,2014-11-05,PHX,MEM,1,2
Shot Chart Detail,0021400065,382,200782,P.J. Tucker,1610612756,Phoenix Suns,4,9,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0.2,7.4,1,missed,2014-11-05,PHX,MEM,0,2
Shot Chart Detail,0021400065,428,200782,P.J. Tucker,1610612756,Phoenix Suns,4,5,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.4,-0.8,1,made,2014-11-05,PHX,MEM,1,3
Shot Chart Detail,0021400079,134,200782,P.J. Tucker,1610612756,Phoenix Suns,2,10,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,-16.3,17.5,1,missed,2014-11-07,PHX,SAC,0,3
Shot Chart Detail,0021400079,137,200782,P.J. Tucker,1610612756,Phoenix Suns,2,10,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,21.8,11.3,1,missed,2014-11-07,PHX,SAC,0,3
