grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400010,107,203112,Quincy Acy,1610612752,New York Knicks,1,1,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-18.5,1.5,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400010,112,203112,Quincy Acy,1610612752,New York Knicks,1,0,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,2.3,15.9,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,396,203112,Quincy Acy,1610612752,New York Knicks,4,10,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,7.1,16.2,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400010,436,203112,Quincy Acy,1610612752,New York Knicks,4,6,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,9.7,6,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,454,203112,Quincy Acy,1610612752,New York Knicks,4,5,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,14.4,12.9,1,missed,2014-10-29,NYK,CHI,0,2
Shot Chart Detail,0021400010,463,203112,Quincy Acy,1610612752,New York Knicks,4,5,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.4,1.4,1,made,2014-10-29,NYK,CHI,1,2
Shot Chart Detail,0021400018,42,203112,Quincy Acy,1610612752,New York Knicks,1,6,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-5.8,20,1,missed,2014-10-30,CLE,NYK,0,2
Shot Chart Detail,0021400018,55,203112,Quincy Acy,1610612752,New York Knicks,1,4,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.7,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,173,203112,Quincy Acy,1610612752,New York Knicks,2,6,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.4,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,253,203112,Quincy Acy,1610612752,New York Knicks,3,11,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,-10.8,8.9,1,missed,2014-10-30,CLE,NYK,0,2
Shot Chart Detail,0021400018,395,203112,Quincy Acy,1610612752,New York Knicks,4,8,59,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,-0.2,1,missed,2014-10-30,CLE,NYK,0,2
Shot Chart Detail,0021400018,397,203112,Quincy Acy,1610612752,New York Knicks,4,8,56,Made Shot,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400018,410,203112,Quincy Acy,1610612752,New York Knicks,4,8,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,-10.2,16.4,1,made,2014-10-30,CLE,NYK,1,2
Shot Chart Detail,0021400041,49,203112,Quincy Acy,1610612752,New York Knicks,1,6,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,5.6,21.1,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,277,203112,Quincy Acy,1610612752,New York Knicks,3,9,43,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6.5,1.9,1,made,2014-11-02,NYK,CHA,1,2
Shot Chart Detail,0021400041,280,203112,Quincy Acy,1610612752,New York Knicks,3,9,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,0.5,20.1,1,missed,2014-11-02,NYK,CHA,0,2
Shot Chart Detail,0021400041,439,203112,Quincy Acy,1610612752,New York Knicks,4,6,16,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,24,1.5,1,missed,2014-11-02,NYK,CHA,0,3
Shot Chart Detail,0021400061,122,203112,Quincy Acy,1610612752,New York Knicks,2,10,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,-16.3,10.1,1,missed,2014-11-05,DET,NYK,0,2
Shot Chart Detail,0021400075,56,203112,Quincy Acy,1610612752,New York Knicks,1,5,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.3,0.7,1,missed,2014-11-07,BKN,NYK,0,2
Shot Chart Detail,0021400075,72,203112,Quincy Acy,1610612752,New York Knicks,1,3,48,Made Shot,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-07,BKN,NYK,1,2
Shot Chart Detail,0021400075,87,203112,Quincy Acy,1610612752,New York Knicks,1,1,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,-17.6,0,1,made,2014-11-07,BKN,NYK,1,2
Shot Chart Detail,0021400075,109,203112,Quincy Acy,1610612752,New York Knicks,1,0,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.6,1.7,1,missed,2014-11-07,BKN,NYK,0,2
