grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400006,129,203092,Tyler Zeller,1610612738,Boston Celtics,1,0,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,0.1,1,missed,2014-10-29,BOS,BKN,0,2
Shot Chart Detail,0021400006,148,203092,Tyler Zeller,1610612738,Boston Celtics,2,10,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-10-29,BOS,BKN,1,2
Shot Chart Detail,0021400006,153,203092,Tyler Zeller,1610612738,Boston Celtics,2,9,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.4,0.7,1,made,2014-10-29,BOS,BKN,1,2
Shot Chart Detail,0021400006,175,203092,Tyler Zeller,1610612738,Boston Celtics,2,7,1,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4.3,3.7,1,made,2014-10-29,BOS,BKN,1,2
Shot Chart Detail,0021400034,113,203092,Tyler Zeller,1610612738,Boston Celtics,1,1,38,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,-0.6,1,made,2014-11-01,HOU,BOS,1,2
Shot Chart Detail,0021400034,259,203092,Tyler Zeller,1610612738,Boston Celtics,2,2,46,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-01,HOU,BOS,1,2
Shot Chart Detail,0021400046,329,203092,Tyler Zeller,1610612738,Boston Celtics,3,4,51,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.8,0,1,made,2014-11-03,DAL,BOS,1,2
Shot Chart Detail,0021400046,370,203092,Tyler Zeller,1610612738,Boston Celtics,3,1,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,0.9,1,made,2014-11-03,DAL,BOS,1,2
Shot Chart Detail,0021400074,192,203092,Tyler Zeller,1610612738,Boston Celtics,2,4,0,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6.5,1.1,1,made,2014-11-07,BOS,IND,1,2
Shot Chart Detail,0021400086,157,203092,Tyler Zeller,1610612738,Boston Celtics,2,5,45,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.2,0.7,1,made,2014-11-08,CHI,BOS,1,2
Shot Chart Detail,0021400086,316,203092,Tyler Zeller,1610612738,Boston Celtics,3,1,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.7,1.5,1,made,2014-11-08,CHI,BOS,1,2
Shot Chart Detail,0021400086,367,203092,Tyler Zeller,1610612738,Boston Celtics,4,8,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,1.9,1,missed,2014-11-08,CHI,BOS,0,2
Shot Chart Detail,0021400086,372,203092,Tyler Zeller,1610612738,Boston Celtics,4,7,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.1,1,made,2014-11-08,CHI,BOS,1,2
Shot Chart Detail,0021400086,387,203092,Tyler Zeller,1610612738,Boston Celtics,4,6,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.6,0.4,1,made,2014-11-08,CHI,BOS,1,2
Shot Chart Detail,0021400111,100,203092,Tyler Zeller,1610612738,Boston Celtics,1,1,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.5,0,1,made,2014-11-12,BOS,OKC,1,2
Shot Chart Detail,0021400125,147,203092,Tyler Zeller,1610612738,Boston Celtics,2,11,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0.1,1,made,2014-11-14,BOS,CLE,1,2
