grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400105,84,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,1,2,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-17.1,6.6,1,made,2014-11-11,MIL,OKC,1,2
Shot Chart Detail,0021400105,100,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,1,0,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,-8.9,-1.6,1,made,2014-11-11,MIL,OKC,1,2
Shot Chart Detail,0021400105,299,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,3,6,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,-7.5,10.2,1,missed,2014-11-11,MIL,OKC,0,2
Shot Chart Detail,0021400105,313,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,3,4,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,-16.3,5,1,missed,2014-11-11,MIL,OKC,0,2
Shot Chart Detail,0021400105,335,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,3,4,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,-6.5,16.5,1,made,2014-11-11,MIL,OKC,1,2
Shot Chart Detail,0021400105,352,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,3,2,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,21.7,16.4,1,made,2014-11-11,MIL,OKC,1,3
Shot Chart Detail,0021400105,379,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,3,1,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,5.6,7.4,1,missed,2014-11-11,MIL,OKC,0,2
Shot Chart Detail,0021400111,59,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,1,4,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,3,17,1,made,2014-11-12,BOS,OKC,1,2
Shot Chart Detail,0021400111,94,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,1,1,34,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-1.5,15.7,1,missed,2014-11-12,BOS,OKC,0,2
Shot Chart Detail,0021400111,101,201627,Anthony Morrow,1610612760,Oklahoma City Thunder,1,0,37,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,-13.6,1.1,1,made,2014-11-12,BOS,OKC,1,2
